label-coarse,text
3,what did the seven dwarfs do for a living ?
OTHERS,what playing card symbolizes death ?
OTHERS,what does tiffany mean ?
OTHERS,how do you address a chinese person ?
OTHERS,what 's the origin of the word ` news ' ?
4,what is the chemical reactivity of helium ?
5,where can i find pictorial directions on how to build a very simple treehouse ?
4,how many members are in the california congressional delegation ?
OTHERS,jude law was in what movie ?
3,who is reputed to be the greatest maker of violins ?
4,how many spears are there on kenya 's flag ?
3,what occupation has the highest divorce rate ?
OTHERS,what do humans catch zoonose diseases from ?
OTHERS,what does a spermologer collect ?
4,how long would it take for a $ savings bond to mature ?
OTHERS,why is poop sometimes different colors ?
OTHERS,name a product that controls the ripening of apples .
3,"what actor and world war ii airman had a $5 , 0 bounty put on his head by hermann goering ?"
5,what is the most populated city in the world ?
OTHERS,how was lawrence
OTHERS,"why do some jets have a vapor trail , and others do not ?"
4,what year was janet jackson 's first album released ?
OTHERS,how do i change a file from an art file to a jpeg or bitmap file ?
OTHERS,what was the name of captain bligh 's ship ?
3,who is coronado ?
3,what fictional character is known as the `` melancholy dane '' ?
OTHERS,"what are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?"
OTHERS,what was the name of that popular song the creeps sang ?
4,how many verses are in the bible ?
3,what professional cricketer 's son wrote the war of the worlds in 1898 ?
4,when was christ born ?
OTHERS,"what was the name of the television show , starring karl madsen , that had san francisco in the title ?"
OTHERS,what were the causes of the civil war ?
4,what is the starting salary of a radiographer ?
5,where did sarge steel get his metal hand ?
OTHERS,what are the most common breeding birds in the u.s. ?
OTHERS,what did the congress of vienna establish ?
3,name the blind sculptress in love with the fantastic four 's thing .
3,name the two youngsters saved by the animated moby dick .
3,what is the viking prince 's first name ?
OTHERS,what drink contains as many types of rum as possible ?
3,what is the name of the firm that makes spumante ?
OTHERS,what color was the hundred billionth crayon made by crayola ?
OTHERS,what game do steve mcqueen and edward g. robinson play in the cincinnati kid ?
OTHERS,"what did british companies stick 175 , 0 tons of tea into in 1982 ?"
3,who was the only person convicted in the my lai massacre ?
OTHERS,what are the `` star wars '' satellites ?
3,who was maria theresa ?
5,what country did the allies invade in world war ii 's operation avalanche ?
3,what was the name of darth vader 's son ?
OTHERS,name a novel written by john steinbeck .
5,what state full of milk and honey was the destination in the grapes of wrath ?
OTHERS,"what are kythnos , siphnos , seriphos and mykonos ?"
4,how many people have died of tuberculosis ?
4,how many james bond novels are there ?
3,what baseball great plugged mr. coffee ?
OTHERS,what is an urban legend ?
OTHERS,"when it 's time to relax , what one beer stands clear ?"
5,what u.s. state has the lowest highest elevation at 6 feet ?
OTHERS,what is a green bog ?
OTHERS,how do windmills work ?
OTHERS,what jewish holiday saw the start of the 1973 mideast war ?
3,who is the incredible hulk in reality ?
4,how many people did randy craft murder ?
OTHERS,"what beer tells us , `` grab all the gusto you can get . '' ?"
5,where did the name daniel originate ?
2,what does ibm stand for ?
OTHERS,in what olympic games did nadia comaneci become popular ?
4,when did french revolutionaries storm the bastille ?
3,who wrote ` dubliners ' ?
OTHERS,what is a meerkat ?
OTHERS,how do you ask a total stranger out on a date ?
OTHERS,what 's the highest possible bid in contract bridge ?
OTHERS,what does the donation process entail ?
OTHERS,where did marijuana come from ?
5,where can an individual get a contact lens tested that burned the entire surface of eye when new ?
4,how big is a normal size penis for a 15-year-old ?
4,what was the first minimum wage ?
4,what 's the third month of the gregorian calendar ?
4,what year did germany sign its nonaggression pact with the soviet union ?
4,when did the chernobyl nuclear accident occur ?
5,where are 8 of the 10 highest mountains in the world ?
3,what title did shevardnadze have during the soviet era ?
OTHERS,what does a woman want ?
3,what argentine boxer was shot dead outside a nevada brothel in may ?
OTHERS,what award is the `` oscar '' of advertising ?
3,who turned all he touched to gold ?
OTHERS,what five cards make up a perfect cribbage hand ?
OTHERS,why are the rooftops in canada green ?
5,what bordering country is due north of costa rica ?
OTHERS,what is the origin of infinity ?
3,who is rocky 's and bullwinkle 's ever-lost friend ?
3,what are the residents of the island of lesbos called ?
OTHERS,what is the term that describes a word where only one usage has been recorded in all literature ?
5,what countries earn the most from tourism ?
OTHERS,what is the name of the american literary era that includes 1896 ?
5,what city is . kdge radio located in ?
3,who is the superstar in rent-a-cars ?
5,what country has problems with hooligans ?
OTHERS,why is microsoft 's windows 3 such a successful computer program ?
OTHERS,what are some interesting facts and information about dogsledding ?
5,what u.s. state are the finger lakes in ?
OTHERS,why did several san diego schools remove apples from students menus ?
4,what is the goat population of the world ?
4,how many children does ray davies of the kinks have ?
OTHERS,what kind of file has the extension .dbf ?
3,what was the nickname of model leslie hornby ?
4,on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus ?
3,who invented silly putty ?
OTHERS,what is cache memory ?
OTHERS,how do i contact answers.com direct ?
OTHERS,"what tv series featured neal , a martini-drinking st. bernard ?"
OTHERS,how do boats float ?
OTHERS,"what sport features slotbacks , tailbacks , and touchbacks ?"
4,how many stars are there in big dipper ?
OTHERS,what are amphibians ?
5,where can i find information on the narragansett indians and other tribes in rhode island ?
OTHERS,what plant is rum made from ?
OTHERS,what 's the setting of john le carre 's a small town in germany ?
3,what did andy hardy 's father do for a living ?
OTHERS,how does a rainbow form ?
OTHERS,what was connecticut 's first constitution called ?
3,"who died with more than 1 , 000 u.s. patents to his credit ?"
OTHERS,"what kind of animals are dorsets , lincolns , oxfords and southdowns ?"
OTHERS,how was the kennedy money made ?
OTHERS,what caused harry houdini 's death ?
3,"who was the columbia pictures head who forged actor cliff robertson 's name on a $1 , 000 check ?"
OTHERS,what is june 's birthstone ?
OTHERS,what does `` intractable plantar keratoma '' mean ?
5,what caribbean island is northeast of trinidad ?
4,how many horses died during the civil war ?
OTHERS,what video format was an alternative to vhs ?
OTHERS,what is the history of valentine 's day cards ?
4,how many eyes does a bat have ?
2,"what do the letters ce stand for on so many products , particularly electrical , purchased now ?"
4,"on average , how many miles are there to the moon ?"
4,when were fish first believed to be found on earth ?
OTHERS,what is a fear of machinery ?
3,what organization has a security council ?
OTHERS,what is boston kreme ?
4,how many furlongs are there in a mile-and-a-quarter recetrack ?
3,what was the name of `` the muppets '' creator ?
OTHERS,what causes panic attacks ?
OTHERS,what is the origin of the city `` corpus christi '' ?
OTHERS,what is a fear of weakness ?
OTHERS,what is the origin of the expression `` four-letter word '' ?
3,"which u.s. president is buried in washington , d.c. ?"
OTHERS,what is the home rule act ?
3,who created big ben ?
5,what 's the largest island in the west indies ?
3,what was william f. cody 's better-known name ?
5,what direction do the best surfing beaches face ?
3,"name the company that used the line , `` even your best friend won 't tell you '' in its ad ?"
3,who was the lawyer for randy steven craft ?
5,what four u.s. states have active volcanoes ?
OTHERS,what was the sequel to the pink panther ?
OTHERS,what are common methods used to regulate monopolies ?
OTHERS,what is state tree of nebraska ?
OTHERS,what are the cleveland indians also called ?
4,what is the population in india ?
OTHERS,what vehicles are raced in the tour de france ?
5,on which hawaiian island is pearl harbor ?
4,when did the dow first reach ?
4,what is the first day of the week ?
OTHERS,what is the contents of proposition 98 ?
3,what japanese manufacturer is known for both its pianos and its motorcycles ?
OTHERS,what is the name of the song that dracula plays on the organ ?
OTHERS,what is the origin of the christmas tree ?
